dataset,lines,bytes,tool,trial,wall_s,cpu_s,peak_rss_kb,out_lines,exit,status,sha256
D_example_wb.200000,200000,47657683,urless,7,56.467,56.442,31960,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.200000,200000,47657683,urless,8,56.696,56.671,31964,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.200000,200000,47657683,urless,9,56.906,56.880,31888,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.200000,200000,47657683,urless,10,57.265,57.239,31964,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.200000,200000,47657683,uddup,0,NA,NA,NA,NA,NA,SKIP_SIZE,
D_example_wb.400000,400000,87039529,xcull,1,3.617,3.615,3632,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,xcull,2,3.649,3.644,3768,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,xcull,3,3.626,3.624,3716,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,xcull,4,3.628,3.626,3748,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,xcull,5,3.616,3.615,3780,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,xcull,6,3.627,3.625,3772,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,xcull,7,3.636,3.634,3652,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,xcull,8,3.616,3.615,3716,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,xcull,9,3.631,3.629,3708,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,xcull,10,3.629,3.628,3628,1482,0,OK,1defd5f6934a20b9c20fbb4710348df8942ebb6dd04967b79ae40f9db7f45ad8
D_example_wb.400000,400000,87039529,uro,1,28.365,28.351,18116,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,uro,2,28.563,28.551,18220,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,uro,3,28.540,28.523,18176,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,uro,4,27.718,27.706,18080,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,uro,5,28.318,28.302,18264,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,uro,6,28.625,28.612,18120,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,uro,7,28.929,28.913,18148,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,uro,8,28.540,28.529,18180,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,uro,9,28.261,28.246,18176,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,uro,10,28.144,28.132,18260,1096,0,OK,ec5cd68f193c8c2bbf53ce0c6e8c73621c039f334eb0479a63d854bf8a003410
D_example_wb.400000,400000,87039529,urldedupe,1,5.969,5.966,185112,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urldedupe,2,5.923,5.921,185020,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urldedupe,3,5.983,5.980,184992,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urldedupe,4,5.947,5.940,185044,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urldedupe,5,5.922,5.920,185024,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urldedupe,6,5.943,5.940,185020,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urldedupe,7,5.910,5.907,185132,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urldedupe,8,5.954,5.951,185108,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urldedupe,9,5.975,5.972,185028,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urldedupe,10,6.021,6.019,185012,5045,0,OK,e42e848a7defdf162ecb508cfcb0a2b6c7290dbe346e26d0a157d82170de684b
D_example_wb.400000,400000,87039529,urless,1,133.700,133.635,31984,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,urless,2,135.036,134.974,31960,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,urless,3,134.864,134.801,31900,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,urless,4,134.084,134.023,31924,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,urless,5,132.872,132.810,31936,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,urless,6,134.840,134.771,31912,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,urless,7,134.796,134.729,31888,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,urless,8,135.378,135.320,31984,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,urless,9,133.538,133.476,31904,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,urless,10,133.471,133.406,31984,1582,0,OK,2d7a1b517d2a3d7dd453b897fe03dfd98e82a8a188b50c05b532202b397cd907
D_example_wb.400000,400000,87039529,uddup,0,NA,NA,NA,NA,NA,SKIP_SIZE,
D_example_wb.full,781398,134533990,xcull,1,9.187,9.175,18944,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,xcull,2,9.085,9.081,18884,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,xcull,3,9.130,9.126,18972,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,xcull,4,9.139,9.136,18892,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,xcull,5,9.124,9.120,18948,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,xcull,6,9.104,9.100,18852,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,xcull,7,9.088,9.083,18928,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,xcull,8,9.202,9.196,19000,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,xcull,9,9.171,9.167,18908,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,xcull,10,10.609,10.605,18868,125837,0,OK,a19a5676214501068c9950bc0d7d01995f9c85ba56fc15929d922a52812b37e1
D_example_wb.full,781398,134533990,uro,1,39.806,39.789,35880,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,uro,2,39.553,39.533,35984,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,uro,3,40.363,40.346,35880,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,uro,4,39.860,39.840,35916,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,uro,5,39.532,39.512,36028,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,uro,6,40.114,40.096,36048,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,uro,7,39.668,39.643,35880,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,uro,8,39.780,39.758,35876,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,uro,9,39.914,39.894,36052,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,uro,10,39.908,39.888,36096,78470,0,OK,c959cd14d7628919e10ec49e9531ba889958e12fb176390ebf64466be965da50
D_example_wb.full,781398,134533990,urldedupe,1,9.449,9.445,343972,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urldedupe,2,9.303,9.298,344036,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urldedupe,3,9.373,9.365,344052,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urldedupe,4,9.379,9.376,343956,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urldedupe,5,9.340,9.336,343968,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urldedupe,6,9.413,9.408,343956,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urldedupe,7,9.347,9.343,344036,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urldedupe,8,9.334,9.331,343964,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urldedupe,9,9.356,9.348,344032,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urldedupe,10,9.330,9.326,344036,293420,0,OK,19cfe1df36fd6122f75cf2c26c23bebbc12b6fb9f40362eee2271d30897efcdf
D_example_wb.full,781398,134533990,urless,1,170.383,170.299,46396,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,urless,2,171.247,171.162,46428,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,urless,3,171.072,170.990,46476,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,urless,4,171.984,171.897,46364,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,urless,5,170.373,170.294,46300,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,urless,6,171.671,171.593,46368,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,urless,7,172.102,172.022,46400,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,urless,8,173.096,173.014,46348,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,urless,9,170.605,170.523,46340,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,urless,10,172.154,172.078,46408,74737,0,OK,277d3d5f076ba668af82c3792887530ca215128d430f5a7e9f19ecdb82b7fae6
D_example_wb.full,781398,134533990,uddup,0,NA,NA,NA,NA,NA,SKIP_SIZE,
D_vulnweb.full,15185,1210645,xcull,1,0.070,0.070,3588,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,xcull,2,0.071,0.071,3640,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,xcull,3,0.071,0.071,3572,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,xcull,4,0.071,0.071,3620,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,xcull,5,0.070,0.070,3648,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,xcull,6,0.070,0.070,3504,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,xcull,7,0.070,0.070,3648,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,xcull,8,0.071,0.071,3572,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,xcull,9,0.070,0.070,3472,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,xcull,10,0.071,0.071,3620,1383,0,OK,c7ee0a24e00a80a8a8bac3034eb97f3b8a8f91c587325734bdb72a90c3560b98
D_vulnweb.full,15185,1210645,uro,1,0.443,0.443,17792,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,uro,2,0.446,0.446,17796,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,uro,3,0.439,0.439,17868,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,uro,4,0.443,0.443,17768,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,uro,5,0.438,0.438,17792,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,uro,6,0.443,0.443,17676,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,uro,7,0.437,0.436,17840,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,uro,8,0.437,0.437,17868,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,uro,9,0.445,0.445,17836,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,uro,10,0.446,0.446,17712,2362,0,OK,a427e1da6445fad852366d6ff30a6b42db43e8d1201360dd310087a1d7013c11
D_vulnweb.full,15185,1210645,urldedupe,1,0.085,0.085,7400,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urldedupe,2,0.081,0.081,7316,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urldedupe,3,0.081,0.080,7392,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urldedupe,4,0.089,0.088,7392,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urldedupe,5,0.080,0.080,7292,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urldedupe,6,0.082,0.082,7392,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urldedupe,7,0.080,0.080,7324,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urldedupe,8,0.080,0.080,7300,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urldedupe,9,0.079,0.079,7316,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urldedupe,10,0.080,0.080,7388,4052,0,OK,91e9b70d0fba10cfcd1a513877310859fc3f9c6ef4c4674c3a9ff16ffbb0402d
D_vulnweb.full,15185,1210645,urless,1,1.922,1.921,31120,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,urless,2,1.915,1.914,31216,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,urless,3,1.938,1.937,31152,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,urless,4,1.920,1.919,31104,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,urless,5,1.922,1.921,31088,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,urless,6,1.952,1.951,31152,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,urless,7,1.933,1.932,31192,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,urless,8,1.915,1.914,31144,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,urless,9,1.958,1.957,31180,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,urless,10,1.936,1.934,31208,3416,0,OK,fc1e70bff5615c3226c65508f67a36c816892181bd656b2259e8343f353c29df
D_vulnweb.full,15185,1210645,uddup,1,4.827,4.824,18972,13684,0,OK,ab6de7f6850532a6636cde927fb8d40051fd44cac26c98a1de8a6e1e8999d83a
D_vulnweb.full,15185,1210645,uddup,2,4.788,4.786,18940,13684,0,OK,ab6de7f6850532a6636cde927fb8d40051fd44cac26c98a1de8a6e1e8999d83a
D_vulnweb.full,15185,1210645,uddup,3,4.683,4.682,18844,13684,0,OK,ab6de7f6850532a6636cde927fb8d40051fd44cac26c98a1de8a6e1e8999d83a
D_example_gau.full,44943,5291538,xcull,1,0.735,0.735,4024,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,xcull,2,0.734,0.733,4036,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,xcull,3,0.732,0.732,3956,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,xcull,4,0.735,0.735,3916,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,xcull,5,0.730,0.729,4028,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,xcull,6,0.736,0.736,4068,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,xcull,7,0.732,0.732,3996,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,xcull,8,0.735,0.734,4076,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,xcull,9,0.735,0.734,4068,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,xcull,10,0.735,0.735,4004,5260,0,OK,f893eee145418e21a425d9ecd7f0fdea5105d763e15046834e9b61d2eb550732
D_example_gau.full,44943,5291538,uro,1,1.095,1.094,19344,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,uro,2,1.090,1.089,19396,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,uro,3,1.106,1.105,19400,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,uro,4,1.113,1.113,19616,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,uro,5,1.086,1.085,19340,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,uro,6,1.097,1.096,19396,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,uro,7,1.093,1.093,19432,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,uro,8,1.085,1.084,19396,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,uro,9,1.093,1.089,19392,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,uro,10,1.096,1.095,19432,4048,0,OK,9a9eb664389332497454fc9cdbd5459d3d72395e81633475d2f05f01a1b819f2
D_example_gau.full,44943,5291538,urldedupe,1,0.340,0.340,22528,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urldedupe,2,0.335,0.335,22452,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urldedupe,3,0.336,0.336,22548,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urldedupe,4,0.340,0.340,22444,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urldedupe,5,0.336,0.336,22532,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urldedupe,6,0.341,0.341,22536,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urldedupe,7,0.339,0.339,22532,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urldedupe,8,0.336,0.336,22448,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urldedupe,9,0.338,0.338,22444,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urldedupe,10,0.337,0.337,22448,41657,0,OK,0e3bc18853499e92a3ff0e0fc2e5375a495cb4981d74efd6c6b8c871361fc6e3
D_example_gau.full,44943,5291538,urless,1,1.336,1.336,31964,5228,0,OK,a61601013ab6e0518b5e2e9297f2add9531199bae52454ffeb845765fccc3583
D_example_gau.full,44943,5291538,urless,2,1.369,1.368,31932,5228,0,OK,a61601013ab6e0518b5e2e9297f2add9531199bae52454ffeb845765fccc3583
D_example_gau.full,44943,5291538,urless,3,1.345,1.345,31964,5228,0,OK,a61601013ab6e0518b5e2e9297f2add9531199bae52454ffeb845765fccc3583
D_example_gau.full,44943,5291538,urless,4,1.332,1.332,31940,5228,0,OK,a61601013ab6e0518b5e2e9297f2add9531199bae52454ffeb845765fccc3583
D_example_gau.full,44943,5291538,urless,5,1.336,1.336,31940,5228,0,OK,a61601013ab6e0518b5e2e9297f2add9531199bae52454ffeb845765fccc3583
D_example_gau.full,44943,5291538,urless,6,1.343,1.342,31872,5228,0,OK,a61601013ab6e0518b5e2e9297f2add9531199bae52454ffeb845765fccc3583
D_example_gau.full,44943,5291538,urless,7,1.358,1.358,31936,5228,0,OK,a61601013ab6e0518b5e2e9297f2add9531199bae52454ffeb845765fccc3583
